DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,LAT,LON,Year,Month,Day,Time Period,Age Range
200320615,11/18/2020 12:00:00 AM,2020-11-11,0.978714346530439,3,8,327,1,480,6,0344 1822,22,F,4,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,480,946.744186046512,2600    ORCHARD                      AV,34.0303,-118.2874,0,0.909090909090909,0.333333333333333,12 AM - 3 AM,20-29
200200724,06/05/2020 12:00:00 AM,2020-06-04,0.787143465304385,2,7,202,2,624,4,0913 0554 0508 0602 2001,39,F,2,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,624,946.744186046512,4300    NORMAL                       AV,34.0888,-118.2881,0,0.454545454545455,0.1,12 AM - 3 AM,30-39
201007153,03/12/2020 12:00:00 AM,2020-03-12,0.272030651340996,10,11,1001,2,888,44,1822 2004,45,M,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,888,946.744186046512,19500    INGOMAR                      ST,34.212,-118.5579,0,0.181818181818182,0.366666666666667,12 AM - 3 AM,40-49
201308239,03/16/2020 12:00:00 AM,2020-02-28,0.978714346530439,13,5,1333,2,745,47,1202 0329,62,F,4,510,35,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,1000 E  28TH                         ST,34.0175,-118.2574,0,0.0909090909090909,0.9,12 AM - 3 AM,60-69
200506936,03/09/2020 12:00:00 AM,2020-03-08,0.77862920391656,5,2,506,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,WESTERN                      AV,33.8268,-118.309,0,0.181818181818182,0.233333333333333,12 AM - 3 AM,30-39
201217850,08/04/2020 12:00:00 AM,2020-08-04,0.425287356321839,12,0,1249,2,626,25,0400 0416 2000 1814 0913,31,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,6700 S  FIGUEROA                     ST,33.9786,-118.2827,0,0.636363636363636,0.1,12 AM - 3 AM,30-39
200310566,04/25/2020 12:00:00 AM,2020-04-25,0.404001702852278,3,8,356,1,440,42,0377 0344 1822,37,F,1,402,23,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,1700 W  JEFFERSON                    BL,34.0256,-118.3061,0,0.272727272727273,0.8,12 AM - 3 AM,30-39
201222029,10/04/2020 12:00:00 AM,2020-10-04,0.765857811834823,12,0,1268,2,626,25,0913 0400 0416 1813 2000 2002,32,M,2,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,626,946.744186046512,100 E  84TH                         PL,33.9619,-118.2717,0,0.818181818181818,0.1,12 AM - 3 AM,30-39
201211083,04/17/2020 12:00:00 AM,2020-04-16,0.7232865048957,12,0,1209,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,FLOWER                       ST,33.9983,-118.2813,0,0.272727272727273,0.5,12 AM - 3 AM,30-39
201209876,03/27/2020 12:00:00 AM,2020-03-27,0.702000851426139,12,0,1263,1,210,34,344,39,F,4,101,52,109,SEMI-AUTOMATIC PISTOL,IC,2,210,946.744186046512,2000 W  80TH                         ST,33.9664,-118.3134,0,0.181818181818182,0.866666666666667,12 AM - 3 AM,30-39
201009044,05/15/2020 12:00:00 AM,2020-05-13,0.559386973180077,10,11,1049,1,331,38,0344 1822 1606,39,F,4,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,16800    BURBANK                      BL,34.1718,-118.4993,0,0.363636363636364,0.4,12 AM - 3 AM,30-39
201110399,06/13/2020 12:00:00 AM,2020-06-11,0.7232865048957,11,6,1145,1,330,11,385,34,M,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,2400 N  ALVARADO                     ST,34.097,-118.2518,0,0.454545454545455,0.333333333333333,12 AM - 3 AM,30-39
201307829,03/09/2020 12:00:00 AM,2020-02-28,0.680715197956577,13,5,1309,1,510,49,344,39,F,2,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,900    MATEO                        ST,34.0326,-118.2322,0,0.0909090909090909,0.9,12 AM - 3 AM,30-39
200311518,05/18/2020 12:00:00 AM,2020-05-14,0.808429118773946,3,8,373,1,520,48,1300 0329 1612 1202,65,F,1,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,520,946.744186046512,3900    HUBERT                       AV,34.0142,-118.3281,0,0.363636363636364,0.433333333333333,12 AM - 3 AM,60-69
200304274,01/05/2020 12:00:00 AM,2020-01-04,0.863771817794806,3,8,377,2,740,46,0329 0311 1202,60,M,1,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,1200    BROWNING                     BL,34.0121,-118.2968,0,0,0.1,12 AM - 3 AM,60-69
200119934,10/24/2020 12:00:00 AM,2020-10-24,0.274159216687952,1,1,128,2,354,41,377,49,F,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,200 E  1ST                          ST,34.0512,-118.2419,0,0.818181818181818,0.766666666666667,12 AM - 3 AM,40-49
200814436,09/23/2020 12:00:00 AM,2020-09-23,0.467858663260962,8,10,885,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,10200    CRESTA                       DR,34.0417,-118.4041,0,0.727272727272727,0.733333333333333,12 AM - 3 AM,30-39
200316872,09/04/2020 12:00:00 AM,2020-09-03,0.382716049382716,3,8,392,1,330,11,1822 1601 0344 0386 1300,38,F,1,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,5100    CRENSHAW                     BL,33.9967,-118.3306,0,0.727272727272727,0.0666666666666667,12 AM - 3 AM,30-39
200911119,06/16/2020 12:00:00 AM,2020-06-15,0.978714346530439,9,9,906,1,330,11,344,37,F,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,14200    LEADWELL                     ST,34.2041,-118.4425,0,0.454545454545455,0.466666666666667,12 AM - 3 AM,30-39
201212066,05/03/2020 12:00:00 AM,2020-05-03,0.525329927628778,12,0,1252,2,437,33,1309,39,X,5,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,437,946.744186046512,FLORENCE                     AV,33.9746,-118.3177,0,0.363636363636364,0.0666666666666667,12 AM - 3 AM,30-39
200410047,06/22/2020 12:00:00 AM,2020-02-01,0,4,3,429,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,5400    SHELLEY                      ST,34.0912,-118.1624,0,0.0909090909090909,0,12 AM - 3 AM,30-39
200312493,06/10/2020 12:00:00 AM,2020-05-25,0.638143891017454,3,8,374,2,668,21,344,39,F,2,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,668,946.744186046512,3800    3RD                          AV,34.0183,-118.3204,0,0.363636363636364,0.8,12 AM - 3 AM,30-39
200513373,08/25/2020 12:00:00 AM,2020-08-11,0.104299702000851,5,2,564,1,310,10,0344 0321,39,X,5,123,44,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,200 W  6TH                          ST,33.7387,-118.2814,0,0.636363636363636,0.333333333333333,12 AM - 3 AM,30-39
201220752,09/16/2020 12:00:00 AM,2020-09-16,0.523201362281822,12,0,1259,2,745,47,2004 1820 0913 0329 1202,62,F,1,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,700 E  73RD                         ST,33.9739,-118.263,0,0.727272727272727,0.5,12 AM - 3 AM,60-69
200318436,10/05/2020 12:00:00 AM,2020-10-05,0.957428693060877,3,8,361,2,624,4,0416 0446 0913 0361 0603,29,M,2,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,624,946.744186046512,4800    COLISEUM                     ST,34.0183,-118.3504,0,0.818181818181818,0.133333333333333,12 AM - 3 AM,20-29
200618244,11/20/2020 12:00:00 AM,2020-11-19,0.863771817794806,6,4,643,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1600 N  LA BREA                      AV,34.1007,-118.3494,0,0.909090909090909,0.6,12 AM - 3 AM,30-39
200214497,09/01/2020 12:00:00 AM,2020-06-13,0.570029799914858,2,7,248,2,668,21,0913 1817 0104 0344,39,X,5,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,668,946.744186046512,1300 W  6TH                          ST,34.0579,-118.2649,0,0.454545454545455,0.4,12 AM - 3 AM,30-39
200805831,02/10/2020 12:00:00 AM,2020-01-30,0.00170285227756492,8,10,831,2,354,41,0100 0930 1822,57,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,500 S  BURLINGAME                   AV,34.0494,-118.4866,0,0,0.966666666666667,12 AM - 3 AM,50-59
200616504,10/10/2020 12:00:00 AM,2020-10-09,0.997871434653044,6,4,647,1,210,34,0344 0334 1100 1315 0430 1407 2004,29,M,1,707,16,109,SEMI-AUTOMATIC PISTOL,IC,2,210,998,5800 W  SUNSET                       BL,34.0998,-118.3211,0,0.818181818181818,0.266666666666667,12 AM - 3 AM,20-29
201309446,04/15/2020 12:00:00 AM,2020-04-15,0.736057896977437,13,5,1324,1,410,12,2004 0329 1402,30,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,410,998,CENTRAL                      AV,34.0233,-118.2516,0,0.272727272727273,0.466666666666667,12 AM - 3 AM,30-39
200717189,12/16/2020 12:00:00 AM,2020-12-13,0.638143891017454,7,12,765,1,330,11,1822 1300 0344 2019,43,M,1,102,50,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,PICO                         BL,34.0496,-118.3425,0,1,0.4,12 AM - 3 AM,40-49
200817626,12/17/2020 12:00:00 AM,2020-12-16,0.680715197956577,8,10,855,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1600 S  BENTLEY                      AV,34.0484,-118.4437,0,1,0.5,12 AM - 3 AM,30-39
201110326,06/12/2020 12:00:00 AM,2020-06-11,0.851000425713069,11,6,1138,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,6200    MT ANGELUS                   DR,34.1148,-118.1869,0,0.454545454545455,0.333333333333333,12 AM - 3 AM,30-39
201106089,02/16/2020 12:00:00 AM,2020-02-16,0.389101745423585,11,6,1107,2,624,4,0555 0400 0416 0419 0913,24,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,624,946.744186046512,6000    CRESTWOOD                    WY,34.1307,-118.1907,0,0.0909090909090909,0.5,12 AM - 3 AM,20-29
200106948,02/11/2020 12:00:00 AM,2020-02-11,0.814814814814815,1,1,154,2,626,25,2000 0444 0913,34,F,3,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,626,946.744186046512,100 E  6TH                          ST,34.046,-118.2493,0,0.0909090909090909,0.333333333333333,12 AM - 3 AM,30-39
200806568,02/27/2020 12:00:00 AM,2020-02-20,0.510429970200085,8,10,852,1,480,6,0344 0346 1822,35,F,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,480,946.744186046512,1500    BARRY                        AV,34.045,-118.4557,0,0.0909090909090909,0.633333333333333,12 AM - 3 AM,30-39
200212443,07/11/2020 12:00:00 AM,2020-07-05,0.382716049382716,2,7,218,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,BELLEVUE                     AV,34.0698,-118.2595,0,0.545454545454545,0.133333333333333,12 AM - 3 AM,30-39
201216960,07/21/2020 12:00:00 AM,2020-07-21,0.774372073222648,12,0,1203,1,230,2,0400 0408 0913 0429,61,F,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,230,946.744186046512,1700 W  48TH                         ST,34.0001,-118.3096,0,0.545454545454545,0.666666666666667,12 AM - 3 AM,60-69
200914159,08/30/2020 12:00:00 AM,2020-08-30,0.604086845466156,9,9,906,2,626,25,2000 1814 0400,23,F,1,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,7200    KATHERINE                    AV,34.2012,-118.4432,0,0.636363636363636,0.966666666666667,12 AM - 3 AM,20-29
201104052,01/01/2020 12:00:00 AM,2020-01-01,0.863771817794806,11,6,1105,2,740,46,2004 1402 1020 1307 0329,39,X,5,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,740,998,2400    COLORADO                     BL,34.1442,-118.218,0,0,0,12 AM - 3 AM,30-39
201007391,03/19/2020 12:00:00 AM,2020-03-18,0.765857811834823,10,11,1063,1,310,10,1822 1609 0321 1420,39,F,4,220,33,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,19000    VENTURA                      BL,34.1725,-118.5475,0,0.181818181818182,0.566666666666667,12 AM - 3 AM,30-39
200906435,02/24/2020 12:00:00 AM,2020-02-23,0.765857811834823,9,9,914,2,956,26,1912,34,M,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,956,946.744186046512,14900    SHERMAN                      WY,34.2012,-118.4574,0,0.0909090909090909,0.733333333333333,12 AM - 3 AM,30-39
201114637,10/14/2020 12:00:00 AM,2020-10-13,0.936143039591316,11,6,1184,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1600    ECHO PARK                    AV,34.0815,-118.2546,0,0.818181818181818,0.4,12 AM - 3 AM,30-39
200414361,10/28/2020 12:00:00 AM,2020-10-15,0.510429970200085,4,3,487,2,354,41,100,49,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,1100 S  FICKETT                      ST,34.0273,-118.2176,0,0.818181818181818,0.466666666666667,12 AM - 3 AM,40-49
200911049,06/15/2020 12:00:00 AM,2020-06-09,0.43593018305662,9,9,963,1,440,42,0394 0344,35,M,4,119,47,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,KESTER                       AV,34.1649,-118.4574,0,0.454545454545455,0.266666666666667,12 AM - 3 AM,30-39
200312753,06/16/2020 12:00:00 AM,2020-06-16,0.306087696892295,3,8,353,1,442,36,0325 1309 0342 2021 0104,19,X,5,403,15,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,442,946.744186046512,3700    CRENSHAW                     BL,34.0191,-118.3351,0,0.454545454545455,0.5,12 AM - 3 AM,10-19
200517895,12/16/2020 12:00:00 AM,2020-12-16,0.904214559386973,5,2,526,2,930,16,0432 0443 0913,40,F,2,502,32,511,VERBAL THREAT,AO,1,930,946.744186046512,900 N  FRIES                        AV,33.7815,-118.265,0,1,0.5,12 AM - 3 AM,40-49
200321494,12/08/2020 12:00:00 AM,2020-12-07,0.7232865048957,3,8,315,1,330,11,1609 0344 1822,67,F,1,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,W  24TH                         ST,34.0349,-118.3177,0,1,0.2,12 AM - 3 AM,60-69
201012706,09/03/2020 12:00:00 AM,2020-07-27,0.29757343550447,10,11,1008,2,845,35,1501,46,F,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,845,946.744186046512,8100 N  BALBOA                       PL,34.2179,-118.5014,0,0.545454545454545,0.866666666666667,12 AM - 3 AM,40-49
201111473,07/15/2020 12:00:00 AM,2020-07-15,0.482332907620264,11,6,1117,2,661,45,1904 1914 1822 1911,40,M,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,661,946.744186046512,4600    ELLENWOOD                    DR,34.1293,-118.219,0,0.545454545454545,0.466666666666667,12 AM - 3 AM,40-49
200310910,05/05/2020 12:00:00 AM,2020-05-05,0.480630055342699,3,8,395,2,624,4,0416 0444 0913,29,F,4,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,1800 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3113,0,0.363636363636364,0.133333333333333,12 AM - 3 AM,20-29
200609150,04/16/2020 12:00:00 AM,2020-04-16,0.808429118773946,6,4,648,1,420,39,0344 1822,26,M,3,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,1500 N  SAINT ANDREWS                PL,34.0981,-118.3114,0,0.272727272727273,0.5,12 AM - 3 AM,20-29
200118692,09/30/2020 12:00:00 AM,2020-09-30,0.174116645381013,1,1,185,1,210,34,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,F,2,101,52,109,SEMI-AUTOMATIC PISTOL,JA,3,210,946.744186046512,BROADWAY,34.0377,-118.2607,0,0.727272727272727,0.966666666666667,12 AM - 3 AM,20-29
201212836,05/15/2020 12:00:00 AM,2020-05-15,0.229459344401873,12,0,1268,1,420,39,0344 1822 1309 0216,25,M,1,301,17,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,200 E  MANCHESTER                   AV,33.964,-118.2739,0,0.363636363636364,0.466666666666667,12 AM - 3 AM,20-29
200917497,11/20/2020 12:00:00 AM,2020-11-20,0.480630055342699,9,9,966,2,624,4,0446 0416,33,M,4,220,33,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,624,946.744186046512,13300    RIVERSIDE                    DR,34.1576,-118.4231,0,0.909090909090909,0.633333333333333,12 AM - 3 AM,30-39
201011914,08/10/2020 12:00:00 AM,2020-08-02,0.427415921668795,10,11,1001,1,330,11,1822 0344 1300,39,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,7900    BOTHWELL                     RD,34.2141,-118.5612,0,0.636363636363636,0.0333333333333333,12 AM - 3 AM,30-39
200613614,08/06/2020 12:00:00 AM,2020-08-06,0.978714346530439,6,4,647,2,624,4,0416 0444,19,M,1,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,1500    VINE                         ST,34.098,-118.3266,0,0.636363636363636,0.166666666666667,12 AM - 3 AM,10-19
200307284,02/24/2020 12:00:00 AM,2020-02-23,0.510429970200085,3,8,393,1,121,32,0522 0527 1814 2000 1415 1409 0913,46,M,2,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,121,946.744186046512,4200    DEGNAN                       BL,34.008,-118.3314,0,0.0909090909090909,0.733333333333333,12 AM - 3 AM,40-49
200315866,08/16/2020 12:00:00 AM,2020-08-16,0.557258407833121,3,8,362,2,745,47,329,30,F,1,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,4800 W  MARTIN LUTHER KING JR        BL,34.017,-118.3477,0,0.636363636363636,0.5,12 AM - 3 AM,30-39
200516175,11/04/2020 12:00:00 AM,2020-11-04,0.553001277139208,5,2,509,1,510,49,344,39,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,24900    FRAMPTON                     AV,33.7983,-118.2992,0,0.909090909090909,0.1,12 AM - 3 AM,30-39
200408306,04/28/2020 12:00:00 AM,2020-04-28,0.702000851426139,4,3,488,2,624,4,446,43,M,2,102,50,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,8TH                          ST,34.0226,-118.207,0,0.272727272727273,0.9,12 AM - 3 AM,40-49
200517231,11/29/2020 12:00:00 AM,2020-11-29,0.808429118773946,5,2,506,2,624,4,1802 0913 0319 0416 1309,41,F,2,301,17,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,CARSON,33.8315,-118.3065,0,0.909090909090909,0.933333333333333,12 AM - 3 AM,40-49
200205286,01/27/2020 12:00:00 AM,2020-01-26,0.851000425713069,2,7,241,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,400 S  OCCIDENTAL                   BL,34.0665,-118.2828,0,0,0.833333333333333,12 AM - 3 AM,30-39
201012938,09/10/2020 12:00:00 AM,2020-09-05,0.765857811834823,10,11,1029,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,510,946.744186046512,7000    WOODLEY                      AV,34.1975,-118.4837,0,0.727272727272727,0.133333333333333,12 AM - 3 AM,30-39
200614026,08/16/2020 12:00:00 AM,2020-08-16,0.016602809706258,6,4,645,1,310,10,1822 0329 0321 1601 0344 0325,39,X,5,210,49,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,310,946.744186046512,7000    HOLLYWOOD                    BL,34.1015,-118.3425,0,0.636363636363636,0.5,12 AM - 3 AM,30-39
200122014,12/06/2020 12:00:00 AM,2020-12-06,0.821200510855683,1,1,162,2,624,4,1822 0421 1218 0447 1202 2033 0910,66,M,4,801,31,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,624,946.744186046512,8TH                          ST,34.0452,-118.2569,0,1,0.166666666666667,12 AM - 3 AM,60-69
200320495,11/17/2020 12:00:00 AM,2020-11-16,0.899957428693061,3,8,394,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,4300    2ND                          AV,34.0041,-118.3193,0,0.909090909090909,0.5,12 AM - 3 AM,30-39
200211325,06/14/2020 12:00:00 AM,2020-06-14,0.77862920391656,2,7,221,1,210,34,0910 0344 1822 0432 0345 0305 0355 0346 0400 2048,51,F,1,906,30,113,SIMULATED GUN,IC,2,210,946.744186046512,300 N  VERMONT                      AV,34.0777,-118.2961,0,0.454545454545455,0.433333333333333,12 AM - 3 AM,50-59
200406978,03/16/2020 12:00:00 AM,2020-03-14,0.0242656449553001,4,3,443,1,510,49,344,39,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,2300    CHARLOTTE                    ST,34.0567,-118.2024,0,0.181818181818182,0.433333333333333,12 AM - 3 AM,30-39
200512066,07/20/2020 12:00:00 AM,2020-07-20,0.318859088974032,5,2,585,1,230,2,2003 0561 0913 0602 1202 1402 0416,60,M,1,501,51,311,HAMMER,AA,0,230,998,600 W  23RD                         ST,33.7234,-118.2907,0,0.545454545454545,0.633333333333333,12 AM - 3 AM,60-69
200607168,02/29/2020 12:00:00 AM,2020-02-29,0.814814814814815,6,4,678,2,930,16,0400 0432 0421 0913,38,M,2,501,51,511,VERBAL THREAT,IC,2,930,946.744186046512,700 N  ARDMORE                      AV,34.0836,-118.3016,0,0.0909090909090909,0.933333333333333,12 AM - 3 AM,30-39
200306462,02/10/2020 12:00:00 AM,2020-02-08,0.0187313750532141,3,8,328,1,341,43,344,35,M,4,710,38,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,600 W  JEFFERSON                    BL,34.0268,-118.2808,0,0.0909090909090909,0.233333333333333,12 AM - 3 AM,30-39
201215770,07/01/2020 12:00:00 AM,2020-03-01,0.29757343550447,12,0,1204,2,812,17,0913 0552 1258,7,M,2,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,237,812,1400 W  45TH                         ST,34.0028,-118.3007,0,0.181818181818182,0,12 AM - 3 AM,0-9
201108617,04/22/2020 12:00:00 AM,2020-04-07,0.604086845466156,11,6,1143,2,354,41,0930 1822,48,F,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,2900    SAINT GEORGE                 ST,34.1097,-118.2739,0,0.272727272727273,0.2,12 AM - 3 AM,40-49
201008496,04/28/2020 12:00:00 AM,2020-04-25,0.765857811834823,10,11,1021,1,420,39,0344 1606 0354 0913 1810,59,F,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,420,946.744186046512,7000    CORBIN                       AV,34.1975,-118.5623,0,0.272727272727273,0.8,12 AM - 3 AM,50-59
200111454,05/07/2020 12:00:00 AM,2020-01-30,0.765857811834823,1,1,174,1,510,49,344,39,F,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,700 S  SPRING                       ST,34.0445,-118.2523,0,0,0.966666666666667,12 AM - 3 AM,30-39
200321686,12/13/2020 12:00:00 AM,2020-12-13,0.904214559386973,3,8,341,1,761,8,2004 1822 1402 0334 0421,53,F,2,301,17,500,UNKNOWN WEAPON/OTHER WEAPON,AA,0,761,930,COLISEUM,34.0183,-118.3556,0,1,0.4,12 AM - 3 AM,50-59
200308939,03/23/2020 12:00:00 AM,2020-03-23,0.510429970200085,3,8,363,2,900,51,1814 2038 2000,21,M,1,231,11,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,900,946.744186046512,3900    VIRGINIA                     RD,34.0145,-118.3408,0,0.181818181818182,0.733333333333333,12 AM - 3 AM,20-29
201007631,03/28/2020 12:00:00 AM,2020-03-28,0.699872286079183,10,11,1033,1,761,8,0334 1822 0443 0319 0910,24,M,4,124,2,208,RAZOR,IC,2,761,946.744186046512,TAMPA,34.1866,-118.5535,0,0.181818181818182,0.9,12 AM - 3 AM,20-29
200813946,09/10/2020 12:00:00 AM,2020-09-08,0.608343976160068,8,10,886,1,310,10,1606 1403 1202 0321 0344 1822,66,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,2700    MCCONNELL                    DR,34.0445,-118.4035,0,0.727272727272727,0.233333333333333,12 AM - 3 AM,60-69
